        89        50
        89
         1        50         7      .001
         1        50         8      .001
         1        50         9      .001
         1        50        10      .001
         1        50        11      .001
         1        50        12      .001
         1        50        13      .001
         1        50        14      .001
         1        50        15      .001
         1        50        16      .001
         1        50        17      .001
         1        50        18      .001
         1        50        19      .001
         1        50        20      .001
         1        50        21      .001
         1        50        22      .001
         1        50        23      .001
         1        50        24      .001
         1        50        25      .001
         1        50        26      .001
         1        50        27      .001
         1        50        28      .001
         1        50        29      .001
         1        50        30      .001
         1        50        31      .001
         1        50        32      .001
         1        50        33      .001
         1        50        34      .001
         1        50        35      .001
         1        50        36      .001
         1        50        37      .001
         1        50        38      .001
         1        50        39      .001
         1        50        40      .001
         1        50        41      .001
         1        50        42      .001
         1        50        43      .001
         1        50        44      .001
         1        50        45      .001
         1        50        46      .001
         1        50        47      .001
         1        50        48      .001
         1        50        49      .001
         1        50        50      .001
         1        50        51      .001
         1        50        52      .001
         1        50        53      .001
         1        50        54      .001
         1        50        55      .001
         1        50        56      .001
         1        50        57      .001
         1        50        58      .001
         1        50        59      .001
         1        50        60      .001
         1        50        61      .001
         1        50        62      .001
         1        50        63      .001
         1        50        64      .001
         1        50        65      .001
         1        50        66      .001
         1        50        67      .001
         1        50        68      .001
         1        50        69      .001
         1        50        70      .001
         1        50        71      .001
         1        50        72      .001
         1        50        73      .001
         1        50        74      .001
         1        50        75      .001
         1        50        76      .001
         1        50        77      .001
         1        50        78      .001
         1        50        79      .001
         1        50        80      .001
         1        50        81      .001
         1        50        82      .001
         1        50        83      .001
         1        50        84      .001
         1        50        85      .001
         1        50        86      .001
         1        50        87      .001
         1        50        88      .001
         1        50        89      .001
         2        23        53     -.007
         2        23        57     -.007
         2        25        53     -.007
         2        25        57     -.007
         2        27        53     -.007
         2        27        57     -.007
