        83        50
        83
         1        50         7     .0001
         1        50         8     .0001
         1        50         9     .0001
         1        50        10     .0001
         1        50        11     .0001
         1        50        12     .0001
         1        50        13     .0001
         1        50        14     .0001
         1        50        15     .0001
         1        50        16     .0001
         1        50        17     .0001
         1        50        18     .0001
         1        50        19     .0001
         1        50        20     .0001
         1        50        21     .0001
         1        50        22     .0001
         1        50        23     .0001
         1        50        24     .0001
         1        50        25     .0001
         1        50        26     .0001
         1        50        27     .0001
         1        50        28     .0001
         1        50        29     .0001
         1        50        30     .0001
         1        50        31     .0001
         1        50        32     .0001
         1        50        33     .0001
         1        50        34     .0001
         1        50        35     .0001
         1        50        36     .0001
         1        50        37     .0001
         1        50        38     .0001
         1        50        39     .0001
         1        50        40     .0001
         1        50        41     .0001
         1        50        42     .0001
         1        50        43     .0001
         1        50        44     .0001
         1        50        45     .0001
         1        50        46     .0001
         1        50        47     .0001
         1        50        48     .0001
         1        50        49     .0001
         1        50        50     .0001
         1        50        51     .0001
         1        50        52     .0001
         1        50        53     .0001
         1        50        54     .0001
         1        50        55     .0001
         1        50        56     .0001
         1        50        57     .0001
         1        50        58     .0001
         1        50        59     .0001
         1        50        60     .0001
         1        50        61     .0001
         1        50        62     .0001
         1        50        63     .0001
         1        50        64     .0001
         1        50        65     .0001
         1        50        66     .0001
         1        50        67     .0001
         1        50        68     .0001
         1        50        69     .0001
         1        50        70     .0001
         1        50        71     .0001
         1        50        72     .0001
         1        50        73     .0001
         1        50        74     .0001
         1        50        75     .0001
         1        50        76     .0001
         1        50        77     .0001
         1        50        78     .0001
         1        50        79     .0001
         1        50        80     .0001
         1        50        81     .0001
         1        50        82     .0001
         1        50        83     .0001
         1        50        84     .0001
         1        50        85     .0001
         1        50        86     .0001
         1        50        87     .0001
         1        50        88     .0001
         1        50        89     .0001
